job_id,title,recruiter_id,industry,requirements,location,experience_level,salary_min,salary_max
235882cf-be36-4a3b-9d2e-dc5b864fdc8e,Chartered certified accountant,a13f154d-0ea0-45fd-ad17-f220a884630d,Education,Special Needs|Excel|Counseling|Teaching|Livestock,Mbeya,ENTRY,7090641,10263083
c34e90b9-fbaa-4a3a-a810-84afd6971f36,"Engineer, agricultural",ba1c103e-ae78-475e-b98e-4628f2cd99bb,ICT,Site Management|SQL|Excel|Civil Engineering|Django|Android,Morogoro,ENTRY,13743169,14502924
9fcc5f59-9ff0-4084-8492-79579e9359aa,"Designer, graphic",a5f3b3d7-294a-4b72-9b08-f61cb88b571b,Healthcare,Public Health|Nursing|Special Needs|Patient Care,Arusha,MID,3972632,6587002
516d11c9-0ede-4d4d-9bc7-5c6883107cdf,"Sound technician, broadcasting/film/video",20ec925f-3085-4d6e-84bd-478d0c2d4afc,Finance,Tax|Python|Accounting|Excel|Auditing,Mbeya,SENIOR,7749699,9349759
95c31fb2-5951-4cd5-9649-d2339560df2a,"Therapist, drama",688f9cd0-f735-4045-a725-b5ed5d6dfd21,Education,eLearning|Special Needs|Counseling|Teaching,Arusha,ENTRY,4813792,7928387
ac4bcdac-2ee9-49e6-a8c3-4679c828b64e,"Scientist, product/process development",a5f3b3d7-294a-4b72-9b08-f61cb88b571b,Healthcare,Clinical Research|Lab Work|Nursing,Arusha,SENIOR,8606915,10245737
a86f70e4-26e3-4779-89d6-540b9a1f8f06,Product/process development scientist,1a010c19-9c5b-4da9-b29a-ecfd134aa98b,Energy,Python|eLearning|Electrical Engineering|Renewables|Teaching|Grid Management,Mwanza,SENIOR,5019514,8319670
cec444e6-6999-47c5-a474-7164b5aac311,Contractor,5503e3b9-de68-4602-b6ff-fff3ff2d6769,Education,eLearning|Site Management|Special Needs|Teaching,Arusha,ENTRY,13133211,17895561
121cb6a1-6d7a-45b7-8e46-f1bc9511ec04,Radio broadcast assistant,ee3bc8a1-b665-4a98-8312-c01e6fd81286,Healthcare,Nursing|Special Needs|Public Health|Lab Work|Clinical Research,Kilimanjaro,ENTRY,8321626,12718788
2a450be8-ff6a-4d72-aa40-199d6878dc41,Cabin crew,14c54684-7972-41c0-843a-d875ff497672,Construction,Site Management|Civil Engineering|Surveying,Arusha,MID,12518871,14169523
a6519cc8-648e-40f0-acf3-cec18a9f3404,Ranger/warden,5f54a9ea-ebbd-488f-a28b-c62c60549c5f,Energy,Renewables|Maintenance|Grid Management,Mwanza,SENIOR,4107145,6172355
ba0d1c6e-732e-4c9f-a87d-ac1f5f1c896e,"Development worker, international aid",fdcc0faa-81dd-49e5-a751-1add67b5037d,Tourism,Travel Planning|Tour Guiding|Irrigation|Dispatch|Cloud|Event Planning,Zanzibar,MID,3821532,8019068
55603899-2a01-43ac-a092-917587c6c777,"Embryologist, clinical",9de29478-d2ef-4cf3-8881-5316123e35de,Transport,Driving|Logistics|Fleet Management,Moshi,SENIOR,5955131,8803940
7c240fa3-48f4-4b12-98da-0c9dfba74019,"Scientist, physiological",a57e02f0-003d-4305-ade2-09ba92978ded,Healthcare,Nursing|Patient Care|Python|Public Health|Financial Analysis,Tanga,ENTRY,13432848,16454204
1167515d-f0c2-41cd-aeec-beabd2048073,Ceramics designer,935f5971-1e3f-492e-869c-a61d43b20ecb,Transport,Route Planning|Logistics|React|Fleet Management,Arusha,MID,3081142,4611926
e4e7318d-49ec-48a5-a017-b0b0d4b20d11,Building services engineer,6566355a-b293-4682-bbc8-71c157280d7f,Healthcare,Site Management|Public Health|Accounting|Lab Work|Flutter|Clinical Research,Tanga,ENTRY,13343179,17948045
4eba00f1-7e9e-4b84-a464-e12870de2d82,Trade mark attorney,5f159f0e-a8c7-4c38-9e37-412ac3171a73,Education,eLearning|Customer Service|Renewables|Teaching|Curriculum Design|Civil Engineering,Tanga,MID,13068054,17925664
4eefd45f-8cb6-4780-94cb-1debc9278376,Dramatherapist,4555d314-a979-4209-9f1e-fe1115327374,Energy,Patient Care|Irrigation|Energy Auditing|Driving|Maintenance|Grid Management,Mwanza,MID,3237473,8171870
92a5f22e-6956-45b4-a0f6-aa3adcd90804,Advertising art director,7ed816aa-e4a2-48e0-8922-4717bca153ce,ICT,Networking|Python|eLearning|React|Curriculum Design,Arusha,MID,8764679,12294778
ca4a7fc0-55db-4bed-8ae6-e19d7485d41a,Applications developer,959582da-28a0-4a8c-b245-ca942ab7e376,Healthcare,Nursing|Public Health|Excel|Clinical Research|Curriculum Design|Civil Engineering,Zanzibar,ENTRY,9257032,10305332
a11fee57-2fb3-458f-9893-ed1933e4afa3,Food technologist,1515a8a8-522d-4e36-9ca9-e56a4f8dbe4e,Tourism,Travel Planning|Customer Service|Tour Guiding,Moshi,MID,8614983,13499385
dbdc733b-9dd2-4e64-98be-5bdd7717c792,"Clinical scientist, histocompatibility and immunogenetics",70244441-258e-4cd3-8c04-b36c2921d89e,Construction,Site Management|Agribusiness|Curriculum Design|Civil Engineering|AutoCAD,Morogoro,ENTRY,3176877,5771584
a61ac915-7336-4ec2-aef2-42cef5d5113f,Trading standards officer,c58b87c4-cbee-4be4-a3d6-0755728f3a69,Tourism,Fleet Management|Event Planning|Tour Guiding|Hotel Management,Mbeya,SENIOR,8680982,12946913
7515f59b-b41b-4365-92df-f948a64535c6,Make,54de95f9-6e3a-438c-9d25-20d4d03134d3,Healthcare,Nursing|Patient Care|Public Health,Morogoro,ENTRY,11820946,12975278
4eba5a22-8057-4791-bfd2-1ba3e464c1f3,Technical sales engineer,8d2067d2-5cc1-4367-afed-9340b66a2cb5,Finance,Financial Analysis|Special Needs|Auditing|Excel,Morogoro,ENTRY,9399621,14098908
52ca0cbf-b121-44e9-9046-e0644b6399a8,Civil Service administrator,5bd64a20-14f7-495b-a4c1-bbb072e7bed9,Energy,Electrical Engineering|Maintenance|Grid Management,Morogoro,ENTRY,3798139,5384665
a962823e-75c8-4faa-8611-15b32ea52420,"Teacher, secondary school",54de95f9-6e3a-438c-9d25-20d4d03134d3,Healthcare,Nursing|Patient Care|Hotel Management|Clinical Research|Renewables,Morogoro,ENTRY,7949220,9321219
c5c045a6-d649-4a4e-9c31-e5b4520f443c,"Journalist, magazine",d0c52e26-b216-4a7b-9a3e-605b7c36aa4f,Finance,Route Planning|Tour Guiding|Excel|Driving|Auditing|Financial Analysis,Dodoma,SENIOR,5434130,10430374
c047a1f6-5436-424f-9307-a574f3c34a56,Public affairs consultant,785f4fde-fa9e-42e3-8247-19a14196f367,Energy,Networking|Electrical Engineering|Energy Auditing|Grid Management,Morogoro,ENTRY,8883105,13026596
97958aad-af80-449c-87b5-1dde448e550e,Computer games developer,1a010c19-9c5b-4da9-b29a-ecfd134aa98b,Energy,Travel Planning|Energy Auditing|Renewables|Grid Management|Android,Mwanza,ENTRY,3085292,5267888
85579a8d-dcf3-4ed5-bb21-263f28a4bac4,"Administrator, local government",1a010c19-9c5b-4da9-b29a-ecfd134aa98b,Energy,Electrical Engineering|Renewables|Maintenance,Mwanza,MID,10210597,14836363
ee955705-c2ac-4534-a3a8-307086e37950,Public affairs consultant,4555d314-a979-4209-9f1e-fe1115327374,Energy,Grid Management|Energy Auditing|Renewables|Curriculum Design|Linux|Fleet Management,Mwanza,SENIOR,13224527,15400615
505fcbdd-9323-4111-b77a-2ec8eddf9cd6,Fisheries officer,f7e79796-a8a2-49c5-985f-edd45eb03719,Education,eLearning|Counseling|Teaching,Dodoma,SENIOR,14018394,16383543
153df88c-358b-4880-9cb0-b54c33987aea,Farm manager,91291ad4-ac3c-4cd8-9e2c-1e751ac61d3c,Agriculture,Auditing|Agribusiness|Irrigation|Crop Science,Moshi,MID,14424968,15288738
d8972f0b-4061-4b07-ad51-0135427f1185,Armed forces technical officer,53dd3ba1-c0b8-44ac-90c9-827d31a880c4,Transport,Driving|Route Planning|Logistics|eLearning,Kilimanjaro,ENTRY,4528911,8885229
4e781010-3e2b-4d3e-848a-84fae1547ac9,Cytogeneticist,6fbfb1c7-2e08-463e-aebd-d7aff6a982d7,Education,Curriculum Design|Special Needs|Counseling|Public Health,Morogoro,ENTRY,11402639,13254767
a9e5a054-8d62-4318-b2fc-5a3e6dcede5f,"Engineer, automotive",42c8f869-a450-47e5-9bb3-efb89635903f,Finance,Financial Analysis|Livestock|Auditing|Excel,Zanzibar,MID,9191746,12328896
9e101c45-9e91-49c6-96b3-dd43c581289e,Charity fundraiser,5100c207-5cfc-47c4-9eee-5af3b00c3d84,Transport,Route Planning|Python|Excel|Dispatch|Logistics,Tanga,MID,12454476,13012111
d382ed23-359c-481f-aa3d-1d549f86978c,Financial risk analyst,a5f3b3d7-294a-4b72-9b08-f61cb88b571b,Healthcare,Clinical Research|Nursing|Public Health,Arusha,ENTRY,9324236,13090373
bd729348-5ece-48bc-b9ac-756c75d729a1,"Education officer, community",f7e79796-a8a2-49c5-985f-edd45eb03719,Education,eLearning|Special Needs|Counseling,Dodoma,ENTRY,5354074,8169499
f2b50f72-b3e1-47eb-8eac-c9455105f66f,"Teacher, early years/pre",810f53ff-1fe2-4f98-b708-303f24f11fae,Tourism,Travel Planning|Event Planning|Tour Guiding,Mwanza,MID,12103557,16719016
435a417b-50f4-4c14-827d-1f6d2805e733,Osteopath,5bfc6877-2057-4f41-aa29-91380b903e62,ICT,SQL|Linux|Surveying|React,Arusha,MID,4259177,8329465
90f8dae0-7fef-4cae-abe3-5b9ba263336c,"Designer, furniture",79dbf2ce-0b5e-4366-9dab-5bb502af6b3b,Healthcare,Patient Care|Nursing|Logistics|Public Health,Dodoma,SENIOR,12118296,13560791
06a0dfb7-8c3c-4eab-8c65-0aca95bd3258,Veterinary surgeon,e2ede0e4-f67e-42bc-a36c-be2a4c03d6e9,Education,Nursing|Special Needs|Hotel Management|Counseling|Teaching|Linux,Dodoma,MID,8835926,10959574
51b0fd1d-ac0d-4c8a-8ec3-cd4facf2ebdc,Chief Strategy Officer,6566355a-b293-4682-bbc8-71c157280d7f,Healthcare,Grid Management|Patient Care|Lab Work|Public Health,Tanga,ENTRY,9494433,14037314
0dd308e2-1536-4a96-ab21-71471a4ac55c,Textile designer,8f61b7f8-508b-43d4-b4cf-ae05ed6c2dcd,Finance,Nursing|Excel|Auditing|Financial Analysis|Django,Mbeya,ENTRY,5198551,9300470
8196ab52-d1cf-49cd-93ed-383c77c12aba,"Editor, film/video",cb163982-3ecc-4953-9357-91af843b2dad,Construction,Site Management|Public Health|SQL|Surveying|AutoCAD,Mwanza,ENTRY,8446352,11093041
1604c09a-6133-47f8-94f3-d90c440abc88,"Nurse, adult",d81fb6c1-7a01-4ffc-b79d-cee5489c3e23,Energy,Tour Guiding|Hotel Management|Electrical Engineering|Energy Auditing|Maintenance|Crop Science,Mwanza,ENTRY,8645404,9918631
e131dab9-33db-4795-94a2-2e0ffda8a3c8,Research scientist (life sciences),03e33634-d9db-4718-9d7b-77bcba1da2f2,Construction,Site Management|Civil Engineering|Surveying,Kilimanjaro,ENTRY,8373670,11197923
04805eba-f4b2-4813-a938-d48a6676613f,Public relations account executive,1a010c19-9c5b-4da9-b29a-ecfd134aa98b,Energy,Electrical Engineering|Energy Auditing|Maintenance,Mwanza,MID,6383773,10399659
aadd8b67-3776-44c1-8313-612668b072a1,Interpreter,56f04e2f-8346-486f-b150-65117682d795,Education,eLearning|Curriculum Design|Crop Science|Teaching,Dodoma,ENTRY,4384658,8834436
1c5a8189-3e75-4b41-ada9-bfb432e0b6d5,Marketing executive,16fe2211-dae4-4dd8-8488-00feaa7ea7fd,Healthcare,Patient Care|Site Management|Public Health|Lab Work|Teaching,Dar es Salaam,ENTRY,10542205,15128326
df95b4c4-2277-4ee2-89b3-f9119b25511b,Agricultural engineer,6fbfb1c7-2e08-463e-aebd-d7aff6a982d7,Education,Site Management|eLearning|Electrical Engineering|Energy Auditing|Counseling|Teaching,Morogoro,ENTRY,10149170,13366929
a350ab50-b8f0-4847-a51e-bdacb2eec3d5,Ranger/warden,ef047dd2-932c-41c4-93c8-43b14653ddf2,Energy,Safety Compliance|Electrical Engineering|Renewables|Counseling|Maintenance,Mbeya,ENTRY,3706600,6433763
4dac0511-2fe9-49df-90dc-135194602441,Seismic interpreter,ef047dd2-932c-41c4-93c8-43b14653ddf2,Energy,Electrical Engineering|Lab Work|Energy Auditing|Maintenance|Financial Analysis,Mbeya,ENTRY,9176612,12618079
d0e6c130-e613-47b8-abb3-14ec5a132a5c,Automotive engineer,f7e79796-a8a2-49c5-985f-edd45eb03719,Education,eLearning|Counseling|Teaching,Dodoma,ENTRY,4653023,6408817
905bf35c-41aa-44fb-af4c-2885d7b73054,Therapeutic radiographer,ba1c103e-ae78-475e-b98e-4628f2cd99bb,ICT,Cloud|Django|Python,Morogoro,MID,4807312,5772619
bcc68df2-a158-47c0-96d8-a9a0ea0c2582,Musician,2ec248ab-3682-4af5-9751-94386caacad2,Energy,Tax|Route Planning|Energy Auditing|Soil Science|Renewables|Grid Management,Moshi,ENTRY,11755212,13852307
af0488c3-217b-42ba-b263-d99f5abfe6dc,"Engineer, technical sales",91be57b6-1c98-4fcb-b3eb-8b02d29ee1ae,Education,eLearning|Special Needs|Teaching,Mbeya,MID,3961527,7264253
bf121157-5bcd-4317-a595-b02ef95d6a80,Furniture conservator/restorer,0911bdea-4d96-424d-b852-a0430c2ccad2,Transport,Route Planning|Logistics|Fleet Management,Dar es Salaam,ENTRY,14466174,17204908
b75134b6-9aed-41a7-a0d3-5a096fc2962a,Television camera operator,5f159f0e-a8c7-4c38-9e37-412ac3171a73,Education,eLearning|Counseling|Teaching,Tanga,ENTRY,10145104,11643275
43529c2a-952d-4fce-a4c1-982492cda504,"Journalist, newspaper",278e3ae5-b473-4a81-9502-63fc4a205b5e,Agriculture,Livestock|Agribusiness|Irrigation,Zanzibar,ENTRY,9663352,14238774
c8461c20-19b0-452d-b74b-03119dbe0c65,Private music teacher,fc88a23d-71d1-4a72-ab49-83595a131b3a,Education,eLearning|Curriculum Design|Python|Teaching,Tanga,ENTRY,11169206,14790360
edfdc742-3a47-4454-b7ed-952f07f1898b,Theatre manager,4e690701-93d5-49ec-8f2b-f8196544ae43,Education,Public Health|eLearning|Counseling|Teaching|Cloud,Morogoro,MID,4980835,7100201
5aee6037-d59d-49a0-a1ac-1d6d2c46dcce,"Scientist, forensic",ef047dd2-932c-41c4-93c8-43b14653ddf2,Energy,Tax|Electrical Engineering|Energy Auditing|Event Planning|Grid Management,Mbeya,MID,14832256,17682587
25ffdaca-31e7-45eb-9725-89b5af7676e9,Ship broker,f7e79796-a8a2-49c5-985f-edd45eb03719,Education,eLearning|Accounting|Counseling|Teaching,Dodoma,MID,13718010,15952969
83ee2c47-8c18-44a4-bb29-0ace1974869e,Armed forces training and education officer,619bd277-3a5b-4072-a873-9995e9c0ccb1,Energy,Tour Guiding|Energy Auditing|Renewables|Maintenance|Logistics|Grid Management,Arusha,ENTRY,13712418,18682998
ef81ecc9-68db-4d38-a0f1-cd4d1e2c3e1a,Claims inspector/assessor,a13f154d-0ea0-45fd-ad17-f220a884630d,Education,Special Needs|Travel Planning|Counseling|Teaching|Cloud,Mbeya,ENTRY,3123819,4803275
df62f2f7-9898-402f-8af5-6099f9e3b81d,Advertising account executive,bf0881fd-7c22-496f-ae7a-7ab7a4c7bf6a,ICT,Tax|Safety Compliance|Python|Energy Auditing|Django|Android,Zanzibar,ENTRY,10451180,11397910
b96cb16b-e6d3-4208-b143-5ed5be15b671,Agricultural consultant,c26fad26-5b1b-4f67-ad35-74bd8a0e9946,Finance,Tax|Accounting|Renewables|Excel,Dar es Salaam,MID,9566585,12333813
68287248-da37-4626-8342-fa9127e7abf8,Management consultant,c26fad26-5b1b-4f67-ad35-74bd8a0e9946,Finance,Tax|Financial Analysis|Excel,Dar es Salaam,MID,6371106,8064813
54e15a50-798a-4932-afb4-80fbd34265ec,Tax inspector,278e3ae5-b473-4a81-9502-63fc4a205b5e,Agriculture,Django|Soil Science|Agribusiness|Livestock|Crop Science,Zanzibar,ENTRY,10571247,13087901
8149dbae-2335-42b8-8619-0be8f97e566c,Automotive engineer,7c6ea258-3ff3-4233-b6d8-940a8fa8f24b,Tourism,Customer Service|Tour Guiding|Hotel Management,Dar es Salaam,ENTRY,14301313,15089189
6986b144-e632-4263-b909-a2f53de59924,IT trainer,6ceec89d-88ce-410c-9a1b-9537d79c506a,Tourism,Nursing|Special Needs|Hotel Management|Customer Service|Renewables|Event Planning,Dodoma,MID,13577655,16738508
d8c0f523-94c7-4ed2-aeeb-6563a850b0a7,Marine scientist,6faab0d9-d9a2-433e-951e-8c2adddb57d2,ICT,Cloud|Flutter|React|Tour Guiding,Mbeya,ENTRY,6126407,6918904
909c042d-400a-42b9-83d9-ee4316ad1303,Environmental health practitioner,278e3ae5-b473-4a81-9502-63fc4a205b5e,Agriculture,Maintenance|Livestock|Agribusiness|Irrigation,Zanzibar,ENTRY,12732562,14986279
780dfacd-1bae-4351-aaa3-2ae49a18d21b,"Engineer, mining",0911bdea-4d96-424d-b852-a0430c2ccad2,Transport,Site Management|Excel|Dispatch|Driving|Logistics,Dar es Salaam,ENTRY,3428617,5401326
c51f4058-dd23-4634-b6dc-d714846af33b,Personnel officer,5f54a9ea-ebbd-488f-a28b-c62c60549c5f,Energy,Electrical Engineering|Renewables|Maintenance,Mwanza,SENIOR,8832788,9970640
ad027e14-ca8a-41d4-9f4b-bdfb5897feea,Environmental manager,0e10baea-b67f-4b55-8650-e95c344afbb6,Tourism,Route Planning|Travel Planning|Tour Guiding|Customer Service|Curriculum Design|Event Planning,Mbeya,MID,3664354,6294756
9dfa452a-56b6-4a3c-a9b8-4c38a3d7cbeb,Materials engineer,84de95c3-ce38-491b-8744-0e62040bd430,Finance,Tax|Auditing|Counseling|Financial Analysis|Livestock|Android,Tanga,ENTRY,6540622,9912132
61e8bace-5e73-4c88-8501-51a774c7e6e9,"Engineer, technical sales",68fe134e-ee95-4d6c-af6c-b5f56e22392c,ICT,Accounting|Flutter|Linux|Cloud|Django,Dar es Salaam,ENTRY,3817581,7313564
000d81cc-99ef-43c9-bc64-3ffdcd1417ab,"Education officer, community",70244441-258e-4cd3-8c04-b36c2921d89e,Construction,Safety Compliance|Surveying|Dispatch|Civil Engineering|AutoCAD,Morogoro,ENTRY,13737320,18082448
e6d24e25-0da3-432f-883e-7a1193f46cc8,Theatre director,785f4fde-fa9e-42e3-8247-19a14196f367,Energy,Grid Management|Renewables|React|Maintenance,Morogoro,MID,4941698,6022951
cfbcac13-6319-429c-8ede-1e8c3e5ba7e1,Sales promotion account executive,10fdee54-ddb5-4a12-ae98-32d1bcf4959e,ICT,Tax|Site Management|Driving|Linux|Cloud|Android,Kilimanjaro,ENTRY,9781417,12314116
38696551-969d-4f1c-88a1-01fc67f0aa19,Communications engineer,1ad2b0c7-c86e-48a0-8402-5b5cffe19bd5,Agriculture,Irrigation|Electrical Engineering|Soil Science|Clinical Research|Agribusiness|Curriculum Design,Arusha,MID,8860036,10451371
bf6e171a-13f3-4a86-bba1-52d944ce1916,Medical illustrator,ba1c103e-ae78-475e-b98e-4628f2cd99bb,ICT,Networking|Patient Care|Django|Android,Morogoro,ENTRY,13786726,17812147
65bad0b1-0eb8-4854-af00-d790a9ca74c4,Geoscientist,54de95f9-6e3a-438c-9d25-20d4d03134d3,Healthcare,Nursing|Lab Work|Patient Care,Morogoro,ENTRY,10520448,12820951
707b7bf5-9555-40ca-b01c-41b30d5da6a7,"Engineer, production",df8d2ff8-21ce-464b-9822-1523863fa1ee,Transport,Route Planning|SQL|Soil Science|Dispatch|Logistics,Kilimanjaro,ENTRY,9873584,10851399
072fa4fd-0253-4dfd-8438-329ec659394f,Administrator,68fe134e-ee95-4d6c-af6c-b5f56e22392c,ICT,Python|SQL|Flutter|React|Renewables,Dar es Salaam,ENTRY,11281390,12015569
3fd718ae-397c-4206-a525-91d64358b4c5,Barrister,d5c99fca-f0d3-4931-bb89-5ccd11441385,Education,Special Needs|Driving|Counseling|Teaching|Linux,Morogoro,ENTRY,11969769,15057883
94db1238-affb-4163-b8af-050a8267f35a,"Surveyor, mining",a13f154d-0ea0-45fd-ad17-f220a884630d,Education,Tax|eLearning|Counseling|Teaching|Civil Engineering,Mbeya,SENIOR,7984921,8903258
6249c74c-031d-46c6-92ac-4856941eff66,"Restaurant manager, fast food",8d2067d2-5cc1-4367-afed-9340b66a2cb5,Finance,Tax|Nursing|Auditing|Financial Analysis|Django,Morogoro,ENTRY,5304590,9865591
2ef802f7-2bae-4950-aadb-7b321e287769,"Engineer, aeronautical",c26fad26-5b1b-4f67-ad35-74bd8a0e9946,Finance,Tax|Accounting|Financial Analysis,Dar es Salaam,ENTRY,11530913,14550132
70b11d92-f5f3-4250-a98d-a1f681f80d52,"Nurse, mental health",ef047dd2-932c-41c4-93c8-43b14653ddf2,Energy,Electrical Engineering|Surveying|Renewables|Maintenance|Linux,Mbeya,ENTRY,12831947,14072888
61fd3e63-e199-4c82-ad48-7787a6fcf1d3,Multimedia specialist,fc88a23d-71d1-4a72-ab49-83595a131b3a,Education,eLearning|Curriculum Design|Special Needs|Counseling,Tanga,SENIOR,13785654,15542677
9689761e-9108-4b36-9901-5a86f88c3f66,Insurance broker,662cee6b-c43f-4bc6-a2a8-3eef7a9283f6,Healthcare,Nursing|Lab Work|Patient Care,Dar es Salaam,MID,12375419,14246396
3d6a1360-8540-4733-be80-a56ebf6307a0,"Engineer, civil (contracting)",5e5a2f4f-7ab2-48a3-b1f8-92ddf03b5570,Education,Tour Guiding|Counseling|Teaching|Curriculum Design|Event Planning|Livestock,Kilimanjaro,ENTRY,13777312,16532357
5dfc5c22-1264-499b-a19c-e71962df27f3,Dramatherapist,c832a6fc-ba23-45c8-a256-9353024c2351,Healthcare,Nursing|Tour Guiding|Electrical Engineering|Lab Work|Clinical Research|AutoCAD,Mbeya,MID,6529746,8904876
8b7cb0d1-7f59-4b14-9941-c05e0237a1bf,Special effects artist,662cee6b-c43f-4bc6-a2a8-3eef7a9283f6,Healthcare,Nursing|Public Health|Clinical Research|Agribusiness|Logistics|Android,Dar es Salaam,ENTRY,10098353,12354479
af450b73-52fe-4c39-b545-f66a9214bf00,"Engineer, chemical",d81fb6c1-7a01-4ffc-b79d-cee5489c3e23,Energy,Electrical Engineering|Renewables|Logistics|Energy Auditing,Mwanza,ENTRY,6451509,10169721
25861d68-db26-41f6-abd8-24218aab6c4c,Special effects artist,10fdee54-ddb5-4a12-ae98-32d1bcf4959e,ICT,Hotel Management|Linux|SQL|Android,Kilimanjaro,MID,14305111,15962516
ad5d5ca3-ab82-43ea-b5ce-96343f0e8a9e,Publishing rights manager,9127bf7a-5546-4800-9c69-586279f9aff2,Finance,Tax|Financial Analysis|Excel,Morogoro,ENTRY,13343496,15725329
55ab0fb4-5c85-4788-aa08-c2b3e49a4503,"Accountant, chartered public finance",cb163982-3ecc-4953-9357-91af843b2dad,Construction,Surveying|Civil Engineering|AutoCAD,Mwanza,ENTRY,13609617,17646140
b90ee2b0-2a93-4bd0-8c45-04aedf3fa89c,Tourism officer,b2ae4e0c-6b97-4854-97f7-2c9d9d131377,Healthcare,Clinical Research|Patient Care|Nursing,Moshi,MID,9261539,12661241
ff9e5505-2bab-40a7-bf33-e7e5437a2f87,Race relations officer,ac0b8d36-c8bd-4c7f-ac4e-23602819990c,Agriculture,Livestock|Soil Science|Crop Science,Kilimanjaro,ENTRY,6068965,7041577
d53bdf4c-3335-424e-8d4a-1166bf07dd67,Call centre manager,0911bdea-4d96-424d-b852-a0430c2ccad2,Transport,Dispatch|Route Planning|Driving|React,Dar es Salaam,ENTRY,6017251,10975662
