seeker_id,job_id,seeker_skills,job_skills,seeker_experience_years,job_experience_level,seeker_location,job_location,seeker_salary_expectation,job_salary_min,applied
cb33dd48-8301-408c-a359-e096515cfd05,c047a1f6-5436-424f-9307-a574f3c34a56,Curriculum Design|Counseling|Grid Management|Teaching,Networking|Electrical Engineering|Energy Auditing|Grid Management,13,ENTRY,Dodoma,Morogoro,13521855,8883105,0
cb33dd48-8301-408c-a359-e096515cfd05,874a614d-ccb9-4ecc-aa68-17e5bd997332,Curriculum Design|Counseling|Grid Management|Teaching,Tax|Accounting|Surveying|Excel|Driving|Financial Analysis,13,ENTRY,Dodoma,Dodoma,13521855,8241647,0
cb33dd48-8301-408c-a359-e096515cfd05,9689761e-9108-4b36-9901-5a86f88c3f66,Curriculum Design|Counseling|Grid Management|Teaching,Nursing|Lab Work|Patient Care,13,MID,Dodoma,Dar es Salaam,13521855,12375419,0
cb33dd48-8301-408c-a359-e096515cfd05,367eba25-8a4a-4af5-ac30-eb10ecac1a14,Curriculum Design|Counseling|Grid Management|Teaching,Renewables|Energy Auditing|Grid Management,13,ENTRY,Dodoma,Moshi,13521855,3790567,0
cb33dd48-8301-408c-a359-e096515cfd05,180504a7-8a12-446a-896a-0955f039a944,Curriculum Design|Counseling|Grid Management|Teaching,Travel Planning|Hotel Management|SQL|Electrical Engineering|Customer Service,13,ENTRY,Dodoma,Mbeya,13521855,7320324,0
cb33dd48-8301-408c-a359-e096515cfd05,79537da6-1f27-411a-ab81-ec8ace64c969,Curriculum Design|Counseling|Grid Management|Teaching,Driving|Route Planning|Maintenance|Fleet Management,13,MID,Dodoma,Kilimanjaro,13521855,8231588,0
251353c1-e188-459d-8fb0-6eefdd6a5509,949a6b7d-16e8-4858-bfe6-c264374c9523,Special Needs|Tour Guiding|Excel|Auditing|Financial Analysis,Tax|Financial Analysis|Auditing,4,ENTRY,Arusha,Morogoro,10916190,14669727,1
251353c1-e188-459d-8fb0-6eefdd6a5509,b0e2bb83-a0d5-4cb2-bed1-e87732832b95,Special Needs|Tour Guiding|Excel|Auditing|Financial Analysis,Dispatch|Route Planning|Driving|Irrigation,4,ENTRY,Arusha,Morogoro,10916190,12585871,0
251353c1-e188-459d-8fb0-6eefdd6a5509,65bad0b1-0eb8-4854-af00-d790a9ca74c4,Special Needs|Tour Guiding|Excel|Auditing|Financial Analysis,Nursing|Lab Work|Patient Care,4,ENTRY,Arusha,Morogoro,10916190,10520448,0
251353c1-e188-459d-8fb0-6eefdd6a5509,17ee8c0e-2f6d-4292-9009-28dd193d9b13,Special Needs|Tour Guiding|Excel|Auditing|Financial Analysis,Grid Management|Energy Auditing|Maintenance,4,ENTRY,Arusha,Mwanza,10916190,5844788,0
1521f1c6-c0d6-4c0f-a44b-c0ef238e2682,b8bfb286-33ed-4a19-b3c1-5757bd174613,Travel Planning|Hotel Management|AutoCAD|Linux|Event Planning,Travel Planning|Customer Service|Hotel Management,6,ENTRY,Morogoro,Dodoma,10305877,12958048,1
1521f1c6-c0d6-4c0f-a44b-c0ef238e2682,3d194ce9-b7f7-4b53-aba0-28f6d03137b1,Travel Planning|Hotel Management|AutoCAD|Linux|Event Planning,Dispatch|Logistics|Driving|Irrigation,6,ENTRY,Morogoro,Kilimanjaro,10305877,6137959,0
1521f1c6-c0d6-4c0f-a44b-c0ef238e2682,8901e007-367a-4bf7-ad66-101e433e4514,Travel Planning|Hotel Management|AutoCAD|Linux|Event Planning,Safety Compliance|Cloud|Site Management|Surveying,6,ENTRY,Morogoro,Arusha,10305877,13539750,0
1521f1c6-c0d6-4c0f-a44b-c0ef238e2682,203f2c55-50c8-47d4-9dc8-f009bf963509,Travel Planning|Hotel Management|AutoCAD|Linux|Event Planning,Accounting|Financial Analysis|Excel,6,SENIOR,Morogoro,Zanzibar,10305877,4136153,0
1521f1c6-c0d6-4c0f-a44b-c0ef238e2682,faad53a1-a236-4d7c-bb14-fa297fe72c89,Travel Planning|Hotel Management|AutoCAD|Linux|Event Planning,Route Planning|Travel Planning|Customer Service|React|Maintenance|Event Planning,6,MID,Morogoro,Mwanza,10305877,8206391,0
1521f1c6-c0d6-4c0f-a44b-c0ef238e2682,b4e50640-cfcb-472d-bc7c-d8c3d683ce16,Travel Planning|Hotel Management|AutoCAD|Linux|Event Planning,Route Planning|Special Needs|Flutter|Surveying|Counseling|Teaching,6,MID,Morogoro,Morogoro,10305877,8490166,0
72f0125f-f9f8-4f21-b927-fa184223ee46,51b0fd1d-ac0d-4c8a-8ec3-cd4facf2ebdc,Safety Compliance|Irrigation|Soil Science|Financial Analysis|Crop Science,Grid Management|Patient Care|Lab Work|Public Health,7,ENTRY,Arusha,Tanga,9657887,9494433,0
72f0125f-f9f8-4f21-b927-fa184223ee46,7cbf8b29-6316-4640-b4e9-824c7dca42b9,Safety Compliance|Irrigation|Soil Science|Financial Analysis|Crop Science,Cloud|Python|Android,7,MID,Arusha,Arusha,9657887,5605578,0
72f0125f-f9f8-4f21-b927-fa184223ee46,77e6b7be-bc9a-411d-bb81-9eb92a9e8925,Safety Compliance|Irrigation|Soil Science|Financial Analysis|Crop Science,Clinical Research|Nursing|Patient Care,7,ENTRY,Arusha,Dodoma,9657887,8645860,0
5c4f757a-6078-4da1-9cdb-9c3abbc6dd82,3366627a-c662-4d41-9682-5edf34f508fc,Safety Compliance|Site Management|Public Health|Civil Engineering|Event Planning,Irrigation|Public Health|Soil Science|Agribusiness|Teaching|Crop Science,11,ENTRY,Mwanza,Arusha,12396522,7735210,0
5c4f757a-6078-4da1-9cdb-9c3abbc6dd82,f5cb0856-dd74-4b28-943e-14fe87920902,Safety Compliance|Site Management|Public Health|Civil Engineering|Event Planning,Tax|Networking|Tour Guiding|Hotel Management|Customer Service,11,MID,Mwanza,Mwanza,12396522,9709161,0
5c4f757a-6078-4da1-9cdb-9c3abbc6dd82,c7ff2701-91e7-4ef7-bb7d-00d83018c37a,Safety Compliance|Site Management|Public Health|Civil Engineering|Event Planning,Safety Compliance|Special Needs|Lab Work|Surveying|Event Planning|AutoCAD,11,MID,Mwanza,Mwanza,12396522,14524276,0
5c4f757a-6078-4da1-9cdb-9c3abbc6dd82,1f7c16a0-7d03-478f-a84d-776bb68cb034,Safety Compliance|Site Management|Public Health|Civil Engineering|Event Planning,Site Management|Renewables|Maintenance|Curriculum Design|Grid Management,11,ENTRY,Mwanza,Morogoro,12396522,10389890,0
6f797208-02f4-4656-b29d-03958c016114,3ccd89f2-7619-4be9-bf17-7ed9f04fb71b,Travel Planning|Customer Service|Event Planning,eLearning|Special Needs|Teaching,10,SENIOR,Kilimanjaro,Dar es Salaam,4303222,14189042,0
6f797208-02f4-4656-b29d-03958c016114,a8c0c031-6b94-45af-a5c5-e450033d80ac,Travel Planning|Customer Service|Event Planning,Customer Service|Tour Guiding|Hotel Management,10,ENTRY,Kilimanjaro,Mwanza,4303222,11877213,0
6f797208-02f4-4656-b29d-03958c016114,29bbebe8-e2e3-415d-998f-363d84d420c8,Travel Planning|Customer Service|Event Planning,Clinical Research|Lab Work|Patient Care,10,ENTRY,Kilimanjaro,Mbeya,4303222,6221568,0
6f797208-02f4-4656-b29d-03958c016114,874a614d-ccb9-4ecc-aa68-17e5bd997332,Travel Planning|Customer Service|Event Planning,Tax|Accounting|Surveying|Excel|Driving|Financial Analysis,10,ENTRY,Kilimanjaro,Dodoma,4303222,8241647,0
6f797208-02f4-4656-b29d-03958c016114,707b7bf5-9555-40ca-b01c-41b30d5da6a7,Travel Planning|Customer Service|Event Planning,Route Planning|SQL|Soil Science|Dispatch|Logistics,10,ENTRY,Kilimanjaro,Kilimanjaro,4303222,9873584,0
6f797208-02f4-4656-b29d-03958c016114,c3aabab7-292e-4a03-bd48-47ebefb81d5e,Travel Planning|Customer Service|Event Planning,Agribusiness|Special Needs|Soil Science|Crop Science,10,MID,Kilimanjaro,Arusha,4303222,5268399,0
6f797208-02f4-4656-b29d-03958c016114,cfc24bf8-4640-4513-af97-d71649203106,Travel Planning|Customer Service|Event Planning,Route Planning|Electrical Engineering|Energy Auditing|Renewables|Maintenance|AutoCAD,10,SENIOR,Kilimanjaro,Mwanza,4303222,6039109,0
6f797208-02f4-4656-b29d-03958c016114,319c84c1-e0cb-4fe8-920d-8c0be7b8c11c,Travel Planning|Customer Service|Event Planning,Route Planning|Irrigation|Civil Engineering|AutoCAD|Livestock|Crop Science,10,ENTRY,Kilimanjaro,Zanzibar,4303222,8979215,0
6f797208-02f4-4656-b29d-03958c016114,6c123a95-5b7c-40b1-b0d4-7cc4fb325454,Travel Planning|Customer Service|Event Planning,Dispatch|Logistics|Driving|Fleet Management,10,ENTRY,Kilimanjaro,Mbeya,4303222,7460863,0
6f797208-02f4-4656-b29d-03958c016114,4eba00f1-7e9e-4b84-a464-e12870de2d82,Travel Planning|Customer Service|Event Planning,eLearning|Customer Service|Renewables|Teaching|Curriculum Design|Civil Engineering,10,MID,Kilimanjaro,Tanga,4303222,13068054,0
620c2c62-f521-4310-aefa-483561d27992,3ccd89f2-7619-4be9-bf17-7ed9f04fb71b,Site Management|Irrigation|Electrical Engineering|Agribusiness|Crop Science,eLearning|Special Needs|Teaching,11,SENIOR,Zanzibar,Dar es Salaam,11897764,14189042,0
620c2c62-f521-4310-aefa-483561d27992,f4dc6211-0089-4bf5-b28f-428f2a34b09d,Site Management|Irrigation|Electrical Engineering|Agribusiness|Crop Science,Networking|Site Management|Civil Engineering|AutoCAD|Crop Science,11,MID,Zanzibar,Moshi,11897764,5654095,0
620c2c62-f521-4310-aefa-483561d27992,f63e32b9-4b80-4aed-9444-917faf2ae9b2,Site Management|Irrigation|Electrical Engineering|Agribusiness|Crop Science,Safety Compliance|Route Planning|Surveying|Driving|Fleet Management,11,ENTRY,Zanzibar,Mwanza,11897764,3166478,0
620c2c62-f521-4310-aefa-483561d27992,639d9413-d2ca-42cd-8c54-a830af093273,Site Management|Irrigation|Electrical Engineering|Agribusiness|Crop Science,Safety Compliance|Site Management|Special Needs|Public Health|Surveying|Event Planning,11,ENTRY,Zanzibar,Kilimanjaro,11897764,10839939,0
620c2c62-f521-4310-aefa-483561d27992,b4d20cde-ea9c-489f-9942-d3c56e2a2838,Site Management|Irrigation|Electrical Engineering|Agribusiness|Crop Science,Hotel Management|Customer Service|Renewables|Event Planning|Crop Science,11,ENTRY,Zanzibar,Mwanza,11897764,9288045,0
4cc4cf18-e994-41eb-9592-3547dfc18494,50e94c5e-78bb-4f66-871a-21449b84e076,Livestock|Agribusiness|Irrigation|Crop Science,Flutter|React|Driving|Dispatch|Logistics,6,ENTRY,Dar es Salaam,Arusha,15181476,10891811,0
4cc4cf18-e994-41eb-9592-3547dfc18494,bc7714b9-d8a9-404f-b7af-e1d031f84d2c,Livestock|Agribusiness|Irrigation|Crop Science,Agribusiness|Curriculum Design|Counseling|Teaching,6,ENTRY,Dar es Salaam,Dodoma,15181476,11289500,0
4cc4cf18-e994-41eb-9592-3547dfc18494,92cdf6e9-7eb1-461a-a406-005917104561,Livestock|Agribusiness|Irrigation|Crop Science,Site Management|eLearning|Counseling|Curriculum Design|Cloud|AutoCAD,6,ENTRY,Dar es Salaam,Kilimanjaro,15181476,9042830,0
4cc4cf18-e994-41eb-9592-3547dfc18494,84db058f-a80a-4fa4-967d-2ac4ecb39f56,Livestock|Agribusiness|Irrigation|Crop Science,Accounting|Soil Science|React|Auditing|Financial Analysis,6,ENTRY,Dar es Salaam,Mbeya,15181476,9721617,0
4cc4cf18-e994-41eb-9592-3547dfc18494,fb723ad5-05ac-46d1-8d1c-68f07354fa50,Livestock|Agribusiness|Irrigation|Crop Science,Tax|Financial Analysis|Excel,6,SENIOR,Dar es Salaam,Mbeya,15181476,6093833,0
4cc4cf18-e994-41eb-9592-3547dfc18494,5fffc8de-2fa8-43dd-bad3-79d6bca0b517,Livestock|Agribusiness|Irrigation|Crop Science,Curriculum Design|Special Needs|Teaching,6,ENTRY,Dar es Salaam,Mbeya,15181476,7686383,0
4cc4cf18-e994-41eb-9592-3547dfc18494,3d7a3dba-7a0c-455f-b4bb-8d8a64e0f476,Livestock|Agribusiness|Irrigation|Crop Science,Accounting|Renewables|Auditing|Financial Analysis|Civil Engineering|Event Planning,6,ENTRY,Dar es Salaam,Mbeya,15181476,4583157,0
62b54cb1-9d72-4b81-9ee3-a66c192154a1,6fbc3d12-4ebc-42c2-a7c3-f226c492d145,Soil Science|Livestock|Agribusiness,Python|Hotel Management|SQL|Renewables|Django,10,ENTRY,Dodoma,Morogoro,3376123,7234516,0
62b54cb1-9d72-4b81-9ee3-a66c192154a1,2e4d41d6-5b1a-412d-9bf4-00d8310a094f,Soil Science|Livestock|Agribusiness,Accounting|Counseling|Teaching|Curriculum Design|AutoCAD|Grid Management,10,ENTRY,Dodoma,Kilimanjaro,3376123,14857868,0
