iter	Logloss
212	0.0001978726271
213	0.0001968933579
214	0.0001958983447
215	0.0001949604696
216	0.0001939920145
217	0.0001930284451
218	0.0001920228761
219	0.0001910792515
220	0.0001901499746
221	0.0001895665514
222	0.0001886404567
223	0.0001876998016
224	0.000187305098
225	0.0001864307085
226	0.0001855281781
227	0.0001846378274
228	0.000183761057
229	0.0001829146738
230	0.0001821244302
231	0.0001812600978
232	0.0001804299573
233	0.0001795909613
234	0.0001787778448
235	0.0001779644393
236	0.0001772928345
237	0.0001765603959
238	0.0001757422498
239	0.0001749427167
240	0.0001744846376
241	0.0001738165454
242	0.0001730803021
243	0.0001725995977
244	0.000171995748
245	0.0001714994128
246	0.0001709336541
247	0.0001702504433
248	0.0001695089122
249	0.0001695062148
250	0.0001695099031
251	0.0001689782261
252	0.000168973024
253	0.0001683625546
254	0.0001679359256
255	0.0001671406525
256	0.0001664390934
257	0.0001656534127
258	0.0001652660614
259	0.0001649516059
260	0.000164913154
261	0.0001646156537
262	0.0001639562899
263	0.0001631233288
264	0.0001631300035
265	0.0001624588698
266	0.0001621664203
267	0.0001620375224
268	0.000161430356
269	0.0001607329256
270	0.0001599725951
271	0.000159216606
272	0.0001587312881
273	0.0001587154752
274	0.0001582517429
275	0.0001574658864
276	0.0001569308377
277	0.0001567698322
278	0.0001562309789
279	0.0001556832245
280	0.0001553041612
281	0.0001549831961
282	0.0001546671136
283	0.000154672068
284	0.0001546710083
285	0.0001545421792
286	0.0001543670811
287	0.0001542550313
288	0.0001539770461
289	0.0001536564664
290	0.0001536455253
291	0.0001536406259
292	0.000153649131
293	0.0001536482778
294	0.0001536515807
295	0.000153644094
296	0.000153639291
297	0.0001536320245
298	0.0001536411489
299	0.0001534136026
